Sample	MAG_ID	Completeness	Contamination
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
CB5	CB5.001	79.0	8.74
